sensor_id,start_timestamp,end_timestamp,run_steps,duration_minutes,duration_hours
716554,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716571,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716939,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716941,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716942,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716943,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716949,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716951,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716953,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716955,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716956,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716958,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716960,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
716968,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717099,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717445,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717446,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717447,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717450,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717452,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717453,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717456,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717458,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717459,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717460,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717461,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717462,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717463,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717465,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717466,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717468,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717469,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717473,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717480,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717483,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717486,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717488,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717489,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717490,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717491,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717492,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717493,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717495,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717497,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717498,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717499,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717502,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717504,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717508,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717510,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717513,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717570,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717571,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717572,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717573,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717576,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717578,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717580,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717582,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717583,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717585,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717587,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717590,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717592,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717595,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717608,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717610,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717804,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717816,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717818,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717819,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717821,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717823,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717825,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718045,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718064,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718066,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718072,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718089,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718090,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718141,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718204,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718371,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718379,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718496,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
718499,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
737529,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
759591,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
759602,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
759772,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
760024,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
760650,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
760987,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
761003,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
761599,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
761604,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
763995,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764101,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764106,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764120,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764424,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764760,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764766,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764781,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764794,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764853,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764858,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
764949,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765099,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765164,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765171,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765176,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765182,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765265,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765273,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
765604,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767053,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767350,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767351,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767366,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767494,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767509,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767523,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767541,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767542,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767554,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767572,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767573,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767750,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
767751,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
768066,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
768469,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769345,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769346,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769358,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769359,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769372,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769373,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769388,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769402,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769403,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769405,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769418,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769430,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769431,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769443,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769444,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769467,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769806,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769819,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769831,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769847,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769867,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769926,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769941,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
769953,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
771667,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
771673,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772140,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772151,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772167,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772168,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772178,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772513,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772596,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772597,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
772669,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773012,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773013,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773023,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773024,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773062,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773869,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773880,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773904,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773906,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773916,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773927,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773939,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773953,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773954,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773974,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773975,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773995,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
773996,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
774011,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
774012,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
774067,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
774204,2012-03-26 08:25:00,2012-03-27 16:05:00,381,1905,31.75
717573,2012-04-29 03:30:00,2012-04-30 10:10:00,369,1845,30.75
767454,2012-04-17 06:35:00,2012-04-18 12:55:00,365,1825,30.42
767455,2012-04-17 06:35:00,2012-04-18 12:55:00,365,1825,30.42
717502,2012-04-09 08:10:00,2012-04-10 13:45:00,356,1780,29.67
717504,2012-04-09 08:10:00,2012-04-10 13:45:00,356,1780,29.67
717508,2012-04-09 08:10:00,2012-04-10 13:45:00,356,1780,29.67
772140,2012-04-09 08:10:00,2012-04-10 13:45:00,356,1780,29.67
717585,2012-05-01 10:15:00,2012-05-02 14:55:00,345,1725,28.75
717490,2012-03-14 06:50:00,2012-03-15 11:20:00,343,1715,28.58
717491,2012-03-14 06:50:00,2012-03-15 11:20:00,343,1715,28.58
717583,2012-04-08 04:10:00,2012-04-09 08:20:00,339,1695,28.25
717510,2012-04-04 07:35:00,2012-04-05 11:00:00,330,1650,27.5
717483,2012-03-14 06:50:00,2012-03-15 09:25:00,320,1600,26.67
759602,2012-03-01 07:05:00,2012-03-02 09:05:00,313,1565,26.08
718089,2012-03-01 07:50:00,2012-03-02 09:05:00,304,1520,25.33
716960,2012-03-01 07:55:00,2012-03-02 09:05:00,303,1515,25.25
772513,2012-06-25 13:40:00,2012-06-26 14:35:00,300,1500,25.0
772669,2012-06-25 13:40:00,2012-06-26 14:35:00,300,1500,25.0
771667,2012-06-25 13:45:00,2012-06-26 14:35:00,299,1495,24.92
771673,2012-06-25 13:45:00,2012-06-26 14:35:00,299,1495,24.92
769405,2012-05-10 10:25:00,2012-05-11 10:55:00,295,1475,24.58
769418,2012-05-10 10:25:00,2012-05-11 10:55:00,295,1475,24.58
774067,2012-04-08 04:10:00,2012-04-09 03:55:00,286,1430,23.83
760987,2012-05-01 14:55:00,2012-05-02 14:25:00,283,1415,23.58
718371,2012-03-01 09:40:00,2012-03-02 09:05:00,282,1410,23.5
717460,2012-06-25 15:15:00,2012-06-26 14:35:00,281,1405,23.42
717461,2012-06-25 15:15:00,2012-06-26 14:35:00,281,1405,23.42
716939,2012-06-06 10:45:00,2012-06-07 10:00:00,280,1400,23.33
716955,2012-06-16 21:30:00,2012-06-17 19:30:00,265,1325,22.08
771667,2012-06-26 14:45:00,2012-06-27 12:40:00,264,1320,22.0
771673,2012-06-26 14:45:00,2012-06-27 12:40:00,264,1320,22.0
772513,2012-06-26 14:45:00,2012-06-27 12:40:00,264,1320,22.0
716955,2012-06-21 10:10:00,2012-06-22 08:00:00,263,1315,21.92
716939,2012-03-01 10:35:00,2012-03-02 08:15:00,261,1305,21.75
716941,2012-03-01 10:35:00,2012-03-02 08:15:00,261,1305,21.75
716942,2012-03-01 10:35:00,2012-03-02 08:15:00,261,1305,21.75
716943,2012-03-01 10:35:00,2012-03-02 08:15:00,261,1305,21.75
718045,2012-06-17 21:15:00,2012-06-18 18:55:00,261,1305,21.75
718090,2012-03-01 10:35:00,2012-03-02 08:15:00,261,1305,21.75
761604,2012-03-01 10:35:00,2012-03-02 08:10:00,260,1300,21.67
717489,2012-06-12 12:20:00,2012-06-13 09:50:00,259,1295,21.58
767454,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767455,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767470,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767471,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767585,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767609,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767610,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767620,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
767621,2012-05-17 11:25:00,2012-05-18 08:25:00,253,1265,21.08
716958,2012-03-01 12:10:00,2012-03-02 09:05:00,252,1260,21.0
716939,2012-06-05 13:25:00,2012-06-06 10:05:00,249,1245,20.75
717576,2012-04-05 14:00:00,2012-04-06 10:40:00,249,1245,20.75
718204,2012-04-05 14:00:00,2012-04-06 10:40:00,249,1245,20.75
716939,2012-05-08 12:10:00,2012-05-09 08:45:00,248,1240,20.67
718076,2012-04-25 14:45:00,2012-04-26 11:20:00,248,1240,20.67
718072,2012-06-17 21:15:00,2012-06-18 17:15:00,241,1205,20.08
718076,2012-06-17 21:15:00,2012-06-18 17:15:00,241,1205,20.08
762329,2012-06-17 21:15:00,2012-06-18 17:15:00,241,1205,20.08
716955,2012-06-25 18:25:00,2012-06-26 14:20:00,240,1200,20.0
716956,2012-06-14 13:05:00,2012-06-15 08:55:00,239,1195,19.92
716958,2012-06-14 13:05:00,2012-06-15 08:55:00,239,1195,19.92
717472,2012-04-17 12:50:00,2012-04-18 08:40:00,239,1195,19.92
717473,2012-04-17 12:50:00,2012-04-18 08:40:00,239,1195,19.92
718089,2012-06-14 13:05:00,2012-06-15 08:55:00,239,1195,19.92
759591,2012-06-14 13:05:00,2012-06-15 08:55:00,239,1195,19.92
759602,2012-06-14 13:05:00,2012-06-15 08:55:00,239,1195,19.92
716949,2012-06-14 13:05:00,2012-06-15 08:20:00,232,1160,19.33
716951,2012-06-14 13:05:00,2012-06-15 08:20:00,232,1160,19.33
716960,2012-06-14 13:05:00,2012-06-15 08:20:00,232,1160,19.33
718379,2012-06-14 13:05:00,2012-06-15 08:20:00,232,1160,19.33
761599,2012-06-14 13:05:00,2012-06-15 08:20:00,232,1160,19.33
717610,2012-05-02 16:00:00,2012-05-03 11:10:00,231,1155,19.25
764424,2012-05-02 16:00:00,2012-05-03 11:10:00,231,1155,19.25
773869,2012-04-05 14:35:00,2012-04-06 09:35:00,229,1145,19.08
716939,2012-04-20 13:00:00,2012-04-21 07:40:00,225,1125,18.75
716941,2012-04-20 13:00:00,2012-04-21 07:40:00,225,1125,18.75
718090,2012-04-20 13:00:00,2012-04-21 07:40:00,225,1125,18.75
761604,2012-04-20 13:00:00,2012-04-21 07:40:00,225,1125,18.75
716939,2012-05-07 15:15:00,2012-05-08 09:35:00,221,1105,18.42
717573,2012-04-16 14:30:00,2012-04-17 08:45:00,220,1100,18.33
716949,2012-03-01 15:05:00,2012-03-02 09:05:00,217,1085,18.08
769405,2012-05-15 09:55:00,2012-05-16 03:20:00,210,1050,17.5
769418,2012-05-15 09:55:00,2012-05-16 03:20:00,210,1050,17.5
717493,2012-06-01 02:55:00,2012-06-01 19:00:00,194,970,16.17
717495,2012-06-01 02:55:00,2012-06-01 19:00:00,194,970,16.17
718496,2012-03-08 19:05:00,2012-03-09 11:10:00,194,970,16.17
760987,2012-04-26 16:10:00,2012-04-27 08:15:00,194,970,16.17
717510,2012-04-08 04:10:00,2012-04-08 19:55:00,190,950,15.83
717513,2012-04-08 04:10:00,2012-04-08 19:50:00,189,945,15.75
717610,2012-06-16 21:30:00,2012-06-17 13:00:00,187,935,15.58
764101,2012-06-16 21:30:00,2012-06-17 13:00:00,187,935,15.58
764424,2012-06-16 21:30:00,2012-06-17 13:00:00,187,935,15.58
765604,2012-06-16 21:30:00,2012-06-17 13:00:00,187,935,15.58
717804,2012-03-08 14:50:00,2012-03-09 06:05:00,184,920,15.33
767454,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767455,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767470,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767471,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767585,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767609,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767610,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767620,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
767621,2012-04-08 04:10:00,2012-04-08 19:25:00,184,920,15.33
774204,2012-03-06 20:20:00,2012-03-07 11:35:00,184,920,15.33
716939,2012-03-21 17:30:00,2012-03-22 08:40:00,183,915,15.25
717498,2012-04-25 00:15:00,2012-04-25 15:15:00,181,905,15.08
