sensor_id,training_observed_count,training_observed_percent,training_mean,training_std,normalized_mean_verification,normalized_std_verification
772669,22028,91.82159233013756,63.6049854297993,10.921399334335918,3.457880028758069e-16,1.0
759602,22051,91.91746561067112,60.63094642434242,6.367850870596509,-5.258744477622255e-16,0.9999999999999999
718089,22062,91.96331804918717,58.5542645329972,12.422194994936092,-5.050000043839349e-16,1.0
716960,22076,92.02167569820759,57.83054335024462,13.374878084462747,-6.179752005161226e-16,1.0
718371,22109,92.15923301375574,56.833963454515036,11.248257628993844,3.3423693753245477e-16,1.0
773869,22110,92.16340141725719,61.91372376932079,11.677342773882243,-4.3577383522871817e-16,1.0
717573,22127,92.234264276782,62.39019636643015,11.112563315067256,-1.1560328326191353e-17,1.0
716958,22134,92.26344310129221,55.58170791614137,15.644681779542843,-1.0786227487819358e-16,1.0
717610,22157,92.35931638182576,62.493605822374384,8.89354939852298,-1.3853611131848322e-16,1.0
761604,22157,92.35931638182576,50.66364062451868,9.403129593721598,-1.064675670317973e-16,1.0
764424,22157,92.35931638182576,65.88514063777187,2.9194163916488156,-2.909258337688148e-15,1.0
716943,22160,92.37182159233014,52.075970897083266,13.10694896984338,-3.3090257369333187e-16,1.0
773013,22161,92.3759899958316,58.865094048389025,6.0528851229601255,1.3851110592859677e-16,0.9999999999999999
718090,22162,92.38015839933306,51.381339161269906,13.868304758985454,-5.540194239660017e-16,1.0
716941,22164,92.38849520633597,54.570895514104095,14.46075164435603,7.181085219737522e-17,1.0
716942,22164,92.38849520633597,54.88092781659376,14.179823403470813,1.1541029817435304e-17,1.0
716949,22172,92.42184243434764,56.470534586737465,9.663941002851342,-9.793517050707497e-16,1.0
761599,22180,92.45518966235932,57.6469154071307,6.56122360106261,-1.1635217386297041e-15,1.0
773996,22247,92.73447269695707,61.322864880658074,4.170073460766748,-1.763022385668069e-15,1.0
773995,22251,92.75114631096291,62.82927919059104,4.395983222426706,9.145631186090184e-16,1.0
774011,22251,92.75114631096291,66.26767045604514,3.3845246618760987,-7.632003678336432e-16,1.0
774012,22251,92.75114631096291,66.31392778494705,4.152612082593273,2.516325898966154e-15,1.0
716951,22294,92.93038766152564,57.78255308567612,14.852412964632116,1.8931658071297188e-16,1.0
718379,22310,92.99708211754898,55.573889209052815,13.818618097642121,-1.8090016759826844e-16,1.0
717491,22329,93.0762817840767,60.257754258644354,6.766570824156078,3.66583918489693e-16,1.0
717490,22338,93.11379741558983,59.24263265174157,11.828249678154839,-3.263572597770001e-16,1.0
737529,22339,93.11796581909128,60.70813107477349,8.525503308926108,4.1985604154319007e-16,1.0
717483,22346,93.1471446436015,59.14735436120807,10.208642122266383,-2.1622172215021397e-16,0.9999999999999999
716956,22391,93.33472280116716,60.050165227241955,7.915802935991206,-4.8234779972102734e-17,1.0
718141,22408,93.40558566069195,63.88695792460742,9.140451731181955,2.6255327794062965e-16,0.9999999999999999
762329,22409,93.40975406419342,66.50916048823922,6.028995056240169,-1.821302813247363e-15,1.0
716571,22413,93.42642767819925,66.91949874612169,3.372555852699222,-4.590487134165997e-16,1.0
717473,22440,93.53897457273864,61.46041486291487,11.619229781006016,-3.293067937569092e-16,1.0
773916,22449,93.57649020425177,62.29769056775604,12.442079232781046,5.659273961152208e-16,1.0
773906,22454,93.59733222175906,64.28530333973796,7.0487710881262755,-4.474514244075807e-16,1.0
773904,22470,93.6640266777824,58.991033300132095,11.115974709490526,3.174832695608102e-16,0.9999999999999998
769926,22493,93.75989995831596,62.08481988047075,5.337724362410624,5.875647928305634e-16,0.9999999999999999
769847,22499,93.78491037932471,59.61585724797645,6.068338840044609,5.191929675050468e-16,1.0
773880,22527,93.90162567736557,66.90403573912363,5.293852662816254,9.841050009195687e-16,1.0
764101,22531,93.91829929137141,62.99350624853376,14.537280291941395,2.5355126694381985e-16,1.0
765604,22533,93.92663609837433,60.429901805394415,4.548599246968791,2.119046369461622e-16,1.0
767750,22547,93.98499374739475,63.3421310757564,9.650727852914455,-7.134735236443282e-16,1.0
717816,22549,93.99333055439767,56.88600434186714,19.07301413226345,-6.730760936554055e-16,1.0
767751,22549,93.99333055439767,62.74904796397545,4.812454171606433,1.1394396791469788e-15,1.0
717450,22555,94.01834097540642,49.028423483337036,16.289796855936135,-5.065629435168437e-16,1.0
767366,22572,94.08920383493123,60.40323604676675,6.143444485197231,-2.644231339883414e-16,1.0
717570,22574,94.09754064193415,65.86285767725477,4.7916954678606585,1.0903340288265203e-15,1.0
717821,22579,94.11838265944144,62.29944580826263,9.917245037588755,-3.172093882130214e-16,1.0
767572,22581,94.12671946644436,61.5290757154315,2.8492572384403934,-6.36879897780631e-16,1.0
767573,22583,94.13505627344728,66.07593020174608,9.237500606183488,5.940329828256073e-16,1.0
767554,22585,94.14339308045018,61.91627354860474,2.935673327199796,-1.7869748678846e-16,1.0
717456,22593,94.17674030846186,62.69172120315394,11.734112892776656,7.296326946237474e-16,1.0
717582,22600,94.20591913297207,66.2244359285012,4.402032329532732,3.206874294138505e-17,1.0
717595,22600,94.20591913297207,66.81019467270684,3.5845804509422856,-4.06204077257544e-16,1.0
717493,22603,94.21842434347644,51.83287186558324,15.191293941705887,-7.75834832480612e-16,1.0
772167,22608,94.23926636098375,40.67504353003291,9.206169513178764,6.235477652813335e-16,0.9999999999999998
716328,22611,94.25177157148812,59.215717118301036,8.074377173932175,1.6592214607108615e-16,1.0
773012,22613,94.26010837849104,43.60517589264217,10.44732169383882,4.776124169085713e-17,1.0
772513,22616,94.27261358899541,60.661449051380956,10.03759785928959,2.2118061813543975e-16,1.0
717578,22618,94.28095039599833,64.02832678566165,5.9877686464881785,6.886151192793968e-16,1.0
765182,22619,94.28511879949978,62.468814197503576,8.015091142810471,-3.0659609624733977e-16,1.0
717498,22628,94.32263443101292,47.53390982446246,10.587716703623276,-3.7178831498142063e-16,0.9999999999999999
717446,22630,94.33097123801583,49.83365095146912,14.877876766206395,-2.662572867541162e-16,1.0
765176,22633,94.34347644852022,63.036859368852475,11.980461963383597,7.157855509799976e-17,1.0
716331,22634,94.34764485202167,49.917773023026186,14.83233430875487,-2.5616456321473966e-16,1.0
717495,22634,94.34764485202167,57.26200266209985,15.902879424213472,5.010277486405938e-16,1.0
773939,22634,94.34764485202167,54.250814286275315,19.307927315288747,1.9086771376784524e-16,0.9999999999999999
717480,22639,94.36848686952897,61.765931718477106,13.842137101729834,-5.021725240585539e-17,1.0
765171,22642,94.38099208003334,56.2185337369939,17.891348804840813,1.0042119752814772e-16,1.0
764949,22646,94.39766569403918,55.450298889463646,9.54724572328818,-3.514121098875352e-16,1.0
769403,22646,94.39766569403918,64.69067556693848,8.0483804284364,3.0246542315319995e-16,1.0
717453,22648,94.4060025010421,45.48501679254064,17.28718636996441,-3.0620351028870444e-16,1.0
717486,22649,94.41017090454355,55.47485070646799,9.830693010778456,6.688494470575008e-16,1.0
769372,22649,94.41017090454355,62.369208563817594,14.088641093239747,2.42191263193429e-16,1.0
765273,22652,94.42267611504793,55.727523026103725,14.12995246231386,3.011305961194138e-17,1.0
769345,22654,94.43101292205085,56.002403373874195,13.516720444184099,7.402140268358066e-17,0.9999999999999999
768066,22655,94.4351813255523,61.57890773612468,11.611977323768027,7.878540508626669e-16,1.0
773953,22655,94.4351813255523,58.48036151310372,9.795016927764195,1.0237084482546753e-15,0.9999999999999998
716339,22656,94.43934972905377,40.95543748528719,23.22526917923717,1.0286812205566422e-16,1.0
767509,22656,94.43934972905377,62.5597288254697,4.756690802316414,-1.8666800685222973e-15,1.0
772151,22656,94.43934972905377,54.54445299188413,15.154033361222979,4.9928673875798e-16,0.9999999999999999
767494,22658,94.44768653605668,63.833640541131274,3.5449499370732376,-2.9603334034669193e-16,0.9999999999999999
769346,22658,94.44768653605668,57.223302274539144,13.832624799925792,6.522768516113551e-17,0.9999999999999999
772178,22658,94.44768653605668,55.2158799688116,12.141038867178606,4.3150622491212723e-16,1.0
771673,22659,94.45185493955815,32.746274737884036,5.419548337072396,-7.275074570649334e-16,1.0
761003,22660,94.4560233430596,63.790605517729304,12.823477891373859,2.508535695534334e-18,1.0
717818,22661,94.46019174656107,61.6747351578791,10.431497124404155,7.023589992068419e-16,1.0
767053,22661,94.46019174656107,51.07053839790479,14.99272927087264,4.903970869462057e-16,1.0
769430,22661,94.46019174656107,55.073136771587855,16.70352275207574,1.7558974980171046e-17,1.0
769443,22661,94.46019174656107,57.97010450091515,12.280664638672514,-3.148073371444952e-16,1.0
767350,22662,94.46436015006252,59.426120083546614,16.30058315577585,-1.003325723427906e-16,1.0
717462,22664,94.47269695706544,51.60385278169981,23.5866358041215,4.514567329220545e-17,0.9999999999999999
768469,22666,94.48103376406837,61.13465352272265,11.526982503867869,5.24145175236428e-16,0.9999999999999999
717492,22667,94.48520216756982,57.131670437619626,11.936015401107401,-8.952706813124128e-16,1.0
764794,22667,94.48520216756982,54.50371489634956,13.09912394692909,5.216142905125542e-16,0.9999999999999999
769359,22667,94.48520216756982,53.62164637284746,13.568438719481668,2.507761012079588e-18,1.0
769402,22667,94.48520216756982,58.61639893601004,9.286267154884605,1.7240856958047165e-16,0.9999999999999998
717488,22668,94.48937057107129,60.79113257693524,11.129300437719245,9.152923894562787e-16,1.0
764858,22668,94.48937057107129,60.44496237616274,11.868606802506697,3.7990903288390746e-16,1.0
769431,22668,94.48937057107129,51.71756650869276,13.44997736376582,2.808568427920636e-16,1.0
773975,22668,94.48937057107129,64.10122489293347,5.120726038064903,-8.375552276120468e-16,1.0
717571,22669,94.49353897457274,62.20633905333275,10.170537845680023,-2.5827659546796176e-16,0.9999999999999998
765099,22669,94.49353897457274,54.78700062038431,12.97011508077633,3.360103280845328e-16,1.0
717465,22670,94.4977073780742,59.770539381463514,12.786140319647709,-3.2847321882513674e-16,1.0
765265,22670,94.4977073780742,54.95076986227516,11.935084379796548,-2.9587663985775674e-16,0.9999999999999999
769444,22670,94.4977073780742,54.45957395971181,13.228454132141978,-3.109212147657783e-16,0.9999999999999999
769358,22671,94.50187578157566,54.26620644302595,12.68408559881336,-1.9180986912142441e-16,1.0
769806,22672,94.50604418507712,63.75371094406358,4.430462359455502,9.627678564992184e-16,1.0
773974,22672,94.50604418507712,56.035188446555985,4.253322888564551,1.7751032354204339e-15,1.0
769373,22673,94.51021258857858,55.16713607332405,16.484466840147228,-1.0028389513660833e-16,0.9999999999999999
773954,22673,94.51021258857858,60.36895494536191,6.871359961921845,-1.9555359551638624e-16,1.0
764853,22674,94.51438099208004,41.15458899151675,17.143893364539526,-1.9805195774913263e-16,1.0
764760,22675,94.5185493955815,61.34391984739504,12.95506644949316,-1.8049508965725147e-16,1.0
765164,22675,94.5185493955815,62.45815542255123,8.049623268807604,4.662789816145663e-16,0.9999999999999999
769819,22675,94.5185493955815,60.268815474002906,5.879132121249297,-2.0807072835488712e-16,1.0
769831,22675,94.5185493955815,58.994939675539456,5.731985470502459,-1.5166601283699601e-16,1.0
771667,22675,94.5185493955815,30.874075689959927,5.64187628647138,-5.665540314241505e-16,1.0
773062,22675,94.5185493955815,58.47807519994399,11.152571093808666,9.776817356434455e-16,1.0
717445,22676,94.52271779908295,55.02026446743218,10.517867672959676,4.0108251092473463e-17,1.0
717447,22676,94.52271779908295,52.96248332269346,9.38422834154578,-1.729668328362918e-16,1.0
717452,22676,94.52271779908295,58.3944955088521,10.607028308646004,-4.963396072693591e-16,1.0
717458,22676,94.52271779908295,44.22694193497356,22.617073854054713,-2.5067656932795913e-16,1.0
716337,22678,94.53105460608587,56.867386299847276,9.789723686360468,-4.2611258516347836e-17,1.0
717469,22678,94.53105460608587,55.89502407409741,10.852644518976616,-1.4663286018860874e-16,1.0
764781,22678,94.53105460608587,57.39083530713635,13.444913857713432,-1.1279450783739133e-16,1.0
769867,22678,94.53105460608587,57.54180219064138,7.585168309178889,-4.0104713897739143e-16,0.9999999999999999
769941,22678,94.53105460608587,61.00003424408244,5.739472888741703,-3.5342279122382616e-16,1.0
769953,22678,94.53105460608587,55.90942450693421,5.752397847583294,7.519633855826089e-18,0.9999999999999999
717823,22679,94.53522300958733,60.861847720113076,10.812378396565512,-1.3785387527423788e-17,1.0
717466,22680,94.5393914130888,53.170692782256936,20.073206734259365,2.0050588663424345e-17,1.0
769467,22680,94.5393914130888,57.77037673917304,12.11438327639363,-2.1679698992327573e-16,1.0
773024,22680,94.5393914130888,60.31355095742001,11.575880224312348,-6.742010438076435e-16,1.0
717459,22681,94.54355981659025,61.67968350545838,10.60284566969586,4.736742720644025e-16,1.0
717461,22681,94.54355981659025,47.72181393698522,22.448892531764226,2.155343248547017e-16,1.0
717819,22681,94.54355981659025,62.955605034071596,10.351125472621701,-3.4836361807911087e-16,1.0
717460,22682,94.54772822009171,62.98147434928474,10.76666503383426,-1.0174776500082909e-15,1.0
717572,22682,94.54772822009171,61.82716420474666,9.454372571909172,-1.0149715474220636e-15,1.0
718064,22682,94.54772822009171,64.13866972692142,10.619352680819373,3.044914642266191e-16,1.0
717463,22683,94.55189662359317,63.00647579580261,12.626036580902039,-2.6688815891531337e-16,0.9999999999999999
764766,22683,94.55189662359317,62.825784116347535,10.804260536527481,-9.02157156896834e-17,1.0
773023,22683,94.55189662359317,38.813189847791755,13.559701653251452,-1.5537151035445475e-16,1.0
717497,22684,94.55606502709463,59.221572631433105,12.867521122611171,5.2623514198420396e-17,1.0
717825,22684,94.55606502709463,63.745931157686144,8.259291993694763,-5.688351296686395e-16,1.0
760024,22685,94.56023343059609,54.74081938278213,16.127463761482414,3.608310476507099e-16,0.9999999999999999
764120,22685,94.56023343059609,66.69462470830666,3.8426548043875313,-1.4602381459614666e-15,1.0
772597,22685,94.56023343059609,59.6713057366066,12.39093977242001,-1.747775387058126e-16,1.0
717468,22686,94.56440183409754,51.71456913850791,20.88925565023406,-1.5033964258346475e-17,1.0
718066,22687,94.568570237599,64.73714591462421,10.197277570871998,-1.2151918784983422e-16,1.0
767351,22687,94.568570237599,63.20380257626038,9.343712965692164,-8.606565160086196e-16,0.9999999999999999
772596,22687,94.568570237599,60.085146010476606,9.084822264591766,-1.0899143652510903e-15,1.0
717489,22688,94.57273864110046,56.14303050910068,11.81195087921064,-3.8458501388989907e-16,1.0
717499,22688,94.57273864110046,50.176066730612085,12.798815800505212,-1.002175931960649e-17,1.0
767541,22688,94.57273864110046,64.4295862122764,3.453681540124046,-1.1575132014145496e-15,1.0
767542,22688,94.57273864110046,64.68730484054223,9.789010308847267,9.708579340868788e-16,0.9999999999999999
772168,22688,94.57273864110046,58.48879937229947,8.284492735393966,-8.969474591047809e-16,0.9999999999999998
717608,22689,94.57690704460192,62.78221094481838,12.650923969551403,-3.9584204592567617e-16,1.0
764106,22689,94.57690704460192,55.53836617212592,4.45235261181443,1.0772916439749414e-15,0.9999999999999998
767523,22689,94.57690704460192,67.27094559142357,3.5432444606946936,2.0750390793540587e-15,0.9999999999999998
